"Country Name","Income Level","Region","Year","CO2 emissions (metric tons per capita)","Agriculture, forestry, and fishing, value added (% of GDP)","Energy intensity level of primary energy","Land Surface Temperature","Nitrous oxide emissions","Methane emissions","Population ages 65 and above (% of total population)","Unemployment, total (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)","Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Government expenditure on education, total","Control of Corruption: Estimate","Government Effectiveness: Estimate","GDP growth (annual %)","Regulatory Quality: Estimate","Rule of Law: Estimate","Voice and Accountability: Estimate","Political Stability and Absence of Violence/Terrorism","School enrollment, primary and secondary, gender parity index","ESG_Score","ESG_Rank"
Liberia,Low Income,Sub-Saharan Africa,2019,0.236696398,36.43715132,14.33,26.9681696,0.070206562,0.074218366,3.395560418,3.015000105,80.4,61.104,4.257,13.71934986,-0.897809148,-1.373896837,-2.467297635,-0.99135685,-0.986838162,-0.072639287,-0.331433713,0.992589428,7.836088362999991,155
"Gambia, The",Low Income,Sub-Saharan Africa,2019,0.23117857,20.00404587,2.97,35.970614,0.131532638,0.518158859,2.468189535,9.498000145,51.2,63.755,4.869,14.09726143,-0.386162162,-0.741122901,6.22205316,-0.701143265,-0.388973624,-0.250296623,0.224721387,0.992589428,5.847678022999997,156
Eritrea,Low Income,Sub-Saharan Africa,2019,0.25151351,10.77149544,4.845896739,41.0621802,0.488736482,1.051783793,8.842827974,5.993999958,40.6,67.3,3.997,14.25794627,-1.389170647,-1.769787312,1.660675535,-2.177598953,-1.621500492,-2.206442118,-0.698492646,0.884019017,5.254654863999991,157
Togo,Low Income,Sub-Saharan Africa,2019,0.287513388,19.75520676,8.02,33.5929746,0.217151472,0.340891411,3.020764835,3.719000101,66.5,60.901,4.385,19.23478317,-0.725558102,-0.936474919,5.459921448,-0.727751791,-0.572418034,-0.729201138,-0.919564307,0.992589428,3.7307663780000135,158
Mozambique,Low Income,Sub-Saharan Africa,2019,0.247642485,24.21143333,11.93,31.4379671,0.312689911,0.579153255,2.592593938,3.46600008,72.9,61.166,4.783,19.03367996,-0.85269475,-0.873896122,2.31460601,-0.762343287,-1.055682063,-0.544109583,-0.749242008,0.936689556,3.620582149999986,159
South Africa,Upper Middle Income,Sub-Saharan Africa,2019,7.568640115,1.962137988,8.03,31.3736206,0.318659639,1.379481147,5.950038266,28.46999931,33.0,66.175,2.475,19.59622955,0.020065013,0.162542775,0.303453235,0.023029443,-0.123172171,0.653677583,-0.267670423,1.002580047,-1.0974895050000062,160
Namibia,Upper Middle Income,Sub-Saharan Africa,2019,1.724811534,7.083976848,3.52,37.8751092,0.952324899,1.549060657,3.975873896,19.98800087,41.9,63.075,3.404,26.39039993,0.345387161,0.12494795,-0.839154678,0.015275832,0.390159935,0.514972746,0.529649496,0.992589428,-1.2742286160000078,161
Gabon,Upper Middle Income,Sub-Saharan Africa,2019,2.340839626,5.55443087,5.99,26.1563026,0.285359497,2.617281588,3.899458954,20.74200058,43.0,66.603,3.615,14.15939045,-0.875252843,-0.935714185,3.920808795,-0.941352606,-0.738471806,-1.042916536,-0.07426174,1.01601541,-2.221649128000015,162
Pakistan,Lower Middle Income,South Asia,2019,0.853451601,20.67787132,4.59,31.7439297,0.298575936,0.728906819,4.1155596,3.542000055,67.3,66.756,3.62,11.59167957,-0.857092738,-0.680663824,2.497636929,-0.659801245,-0.671738863,-0.862769306,-2.265187025,0.87747997,-2.977889722999998,163
Afghanistan,Low Income,South Asia,2019,0.160976451,25.77397074,2.41,27.8726262,0.132646716,0.433418533,2.417753839,11.21700001,60.1,63.565,4.87,11.34377003,-1.407710433,-1.495626688,3.911603419,-1.123045802,-1.727894425,-1.006746769,-2.655531168,0.992589428,-3.788535738999998,164
Libya,Upper Middle Income,Middle East & North Africa,2019,8.646557823,4.088789752,8.9,36.1870899,0.278577483,9.643651976,4.787232261,19.65500069,11.5,72.463,2.539,14.25794627,-1.560313821,-1.751571298,-11.19569459,-2.282204628,-1.747566581,-1.477184296,-2.568074226,0.992589428,-5.542929601000004,165
Niger,Low Income,Sub-Saharan Africa,2019,0.091710278,36.91488244,4.99,38.8122905,0.537038303,1.162800975,2.436368746,0.55400002,80.3,62.897,6.961,13.01280975,-0.525908709,-0.816304088,5.941396863,-0.707689822,-0.541376114,-0.578379989,-1.410086632,0.992589428,-5.813538203000002,166
Guinea-Bissau,Low Income,Sub-Saharan Africa,2019,0.167473846,30.39657945,8.59,31.5319637,0.395847258,0.654670445,2.768876146,6.035999775,79.6,60.882,4.172,14.25794627,-1.480724335,-1.554981351,4.499999992,-1.251477242,-1.282622933,-0.48110652,-0.558011115,0.992589428,-6.7788872339999955,167
Eswatini,Lower Middle Income,Sub-Saharan Africa,2019,0.820784292,8.5422333,4.67,28.6575547,0.341993463,1.1371283,3.845118001,22.83699989,48.0,60.549,2.921,18.51000023,-0.281040937,-0.601965368,2.703557595,-0.511614144,-0.460595191,-1.342563987,-0.274552852,0.992589428,-8.375294570000005,168
Haiti,Lower Middle Income,Latin America & Caribbean,2019,0.297479358,19.48619836,5.8,30.5643212,0.143363549,0.47309973,4.365388706,13.91499996,62.2,64.255,2.919,12.86167049,-1.330896616,-2.047519207,-1.684595081,-1.291273475,-0.966019213,-0.746310472,-0.891515017,0.992589428,-11.709545894000005,169
Zimbabwe,Lower Middle Income,Sub-Saharan Africa,2019,0.765893876,9.819261605,10.47,33.8128838,0.349080875,0.817344226,3.345780737,4.833000183,54.2,61.292,3.599,14.25794627,-1.273280382,-1.267287731,-6.332446407,-1.468613386,-1.292070866,-1.16470468,-0.959749401,0.992589428,-11.957777772999993,170
Cote d'Ivoire,Lower Middle Income,Sub-Saharan Africa,2019,0.414187926,20.67122108,3.32,30.1556757,0.118175503,0.276507732,2.400978203,3.318000078,80.3,59.319,4.538,17.37957954,-0.538762808,-0.528571486,6.231709513,-0.288290113,-0.58926332,-0.247607246,-1.026045561,0.884140015,-12.132459121999995,171
Benin,Lower Middle Income,Sub-Saharan Africa,2019,0.593957402,26.87580163,5.69,34.1571408,0.22131015,0.318133347,3.090360283,1.470000029,88.4,60.454,5.13,14.25794627,-0.317782849,-0.466742843,6.865687336,-0.432607293,-0.653755903,0.062789403,-0.41266796,0.992589428,-14.28492422600001,172
Botswana,Upper Middle Income,Sub-Saharan Africa,2019,2.900345721,2.087164114,2.69,35.8121993,0.612072959,0.808096317,3.467354002,22.61000061,45.9,65.464,2.883,15.35272026,0.702542424,0.400045097,3.032598741,0.509274006,0.459768772,0.498391122,1.111055136,0.992589428,-14.758211805000007,173
Cameroon,Lower Middle Income,Sub-Saharan Africa,2019,0.365754231,16.80228356,4.33,26.8118037,2.41095252,0.603126,2.759351837,3.638000011,74.7,61.584,4.623,14.0946703,-1.194020867,-0.83137095,3.475059979,-0.831786811,-1.125854611,-1.209367275,-1.559216738,0.992589428,-15.866298609999996,174
Democratic Republic of the Congo,Low Income,Sub-Saharan Africa,2019,0.035703604,19.43498871,13.29,27.8114102,0.162390224,0.388513053,3.019821935,4.451000214,83.8,60.276,6.253,14.25794627,-1.539865613,-1.618209124,4.384528881,-1.499777913,-1.798251152,-1.313972831,-1.593898892,0.992589428,-16.610117595999988,175
Republic of the Congo,Lower Middle Income,Sub-Saharan Africa,2019,1.303239669,7.625380487,6.55,27.5933978,0.364404469,1.66225885,2.617025678,20.62199974,52.5,62.747,4.296,17.93088913,-1.419934154,-1.390875697,-0.086885958,-1.340916276,-1.176690459,-1.2789886,-0.896963596,0.992589428,-17.469670544999996,176
Mauritania,Lower Middle Income,Sub-Saharan Africa,2019,0.901034695,21.65221349,3.24,38.9373512,0.752763154,1.599051479,3.340113145,10.39299965,73.0,65.687,4.521,10.22801971,-0.845596373,-0.575070918,5.296637357,-0.809181154,-0.590795577,-0.8003636,-0.568760574,1.06043005,-23.78955462200001,177
Zambia,Low Income,Sub-Saharan Africa,2019,0.369957765,2.860774937,7.09,31.3122796,0.789424562,0.849814718,1.712227101,12.52000046,64.1,62.793,4.451,15.29187012,-0.662319958,-0.717326403,1.441306026,-0.594765902,-0.46354416,-0.309643388,-0.113846861,0.992589428,-25.072156164999996,178
Sudan,Low Income,Sub-Saharan Africa,2019,0.476960503,20.16401535,4.62,40.1867348,0.671260584,1.280992828,3.234326407,17.65399933,58.4,65.876,4.617,14.25794627,-1.415252447,-1.638879299,-2.178251045,-1.652928829,-1.161944866,-1.660263658,-1.701786637,0.992589428,-25.551377371000008,179
Burkina Faso,Low Income,Sub-Saharan Africa,2019,0.238644814,18.37610291,4.49,37.0621347,0.483017104,0.75650408,2.565269476,4.69299984,87.8,60.039,4.971,20.88945007,-0.195339918,-0.753421664,5.688115149,-0.409996361,-0.445065111,-0.202466473,-1.302386522,1.006510019,-26.258528963000007,180
Mali,Low Income,Sub-Saharan Africa,2019,0.283457954,37.30779732,4.59,39.3126275,0.693329413,1.116328379,2.538968905,7.441999912,94.2,59.664,6.103,14.63601971,-0.69189322,-1.068999887,4.756160808,-0.60819155,-0.846366882,-0.443510085,-2.201103926,0.992589428,-30.52527253700001,181
Yemen,Low Income,Middle East & North Africa,2019,0.351859419,10.77149544,4.845896739,41.1876716,0.097633061,0.336326864,2.736732356,13.05599976,61.5,65.092,3.963,14.25794627,-1.698357701,-2.315260887,1.660675535,-1.676149726,-1.782238603,-1.78093493,-2.770830393,0.992589428,-32.158927176,182
Guinea,Low Income,Sub-Saharan Africa,2019,0.306735631,26.42727681,5.57,31.9384386,0.517956109,1.261887073,3.403468761,5.019999981,98.0,59.72,4.576,12.40536022,-0.892452061,-0.83614707,5.616914469,-0.795880973,-1.216113567,-0.767856658,-0.843246162,0.804893851,-33.024799773999995,183
Djibouti,Lower Middle Income,Middle East & North Africa,2019,0.391063625,1.519351222,1.89,40.687719,0.242087014,0.614528597,4.404912877,26.35700035,57.8,63.085,2.891,14.25794627,-0.859204829,-0.786942482,5.5451306,-0.802925527,-0.930672646,-1.423683882,-0.35114947,1.020020008,-42.415616445,184
Angola,Lower Middle Income,Sub-Saharan Africa,2019,0.779202575,7.882624763,2.94,30.3114805,0.584479224,1.084578321,2.575997135,7.421000004,74.2,62.448,5.442,6.045360088,-1.078113675,-1.084010243,-0.699999998,-0.820471883,-0.993774951,-0.78340435,-0.358524978,0.992589428,-42.75646928799999,185
Central African Republic,Low Income,Sub-Saharan Africa,2019,0.046071236,28.34183246,8.39,29.4059804,1.908117061,1.825572805,2.436246772,5.623000145,106.6,55.025,6.008,9.797809601,-1.216165543,-1.754603624,3.1,-1.363907576,-1.747761369,-1.222213626,-2.138271809,0.992589428,-52.776186933,186
Chad,Low Income,Sub-Saharan Africa,2019,0.139518738,42.59444912,3.77,39.0627632,1.607255867,3.269079139,2.034970713,1.123000026,113.5,53.259,6.412,14.21378994,-1.400777578,-1.576589465,3.247181917,-1.107251406,-1.299297214,-1.434826493,-1.343743205,0.728309989,-53.428400652,187
Equatorial Guinea,Upper Middle Income,Sub-Saharan Africa,2019,3.444876441,2.437878574,3.01,25.4357833,0.025756086,3.65092524,3.158566429,8.678999901,81.2,61.644,4.429,14.25794627,-1.545618653,-1.016508102,-5.481825379,-1.671925664,-1.279205203,-1.879902482,-0.156219751,0.992589428,-54.39556550100001,188
Lesotho,Lower Middle Income,Sub-Saharan Africa,2019,0.345958255,4.337357868,8.14,26.6575722,0.25160601,0.467268287,4.187106851,22.44000053,90.9,54.173,3.094,13.13586044,-0.095152825,-0.87486881,0.92750332,-0.589672685,-0.404333413,-0.020868875,-0.421510428,1.044137716,-60.617846123,189
Nigeria,Lower Middle Income,Sub-Saharan Africa,2019,0.567031243,21.90629593,6.39,34.3127069,0.198126463,0.668160329,3.010140334,8.529999733,116.9,52.91,5.379,5.854969978,-1.079277754,-1.184433699,2.208429277,-0.925423801,-0.922569573,-0.434370816,-1.920183301,0.992589428,-79.74885866500001,190
South Sudan,Low Income,Sub-Saharan Africa,2019,0.162715773,10.77149544,4.845896739,35.0631844,1.812845089,2.887726319,2.745259085,12.22599983,97.9,55.912,4.619,9.350398064,-1.784425139,-2.379828691,1.660675535,-1.965418458,-1.988926291,-1.988548875,-2.511948347,0.992589428,-81.01225292100001,191
Somalia,Low Income,Sub-Saharan Africa,2019,0.043175461,10.77149544,11.64,38.4381008,0.387327689,1.125064891,2.607929186,18.82799911,118.3,57.078,6.531,4.262450218,-1.70907259,-2.250986576,7.456521543,-2.131312847,-2.370185375,-1.853319764,-2.386645317,0.992589428,-101.54520460500005,192
Norway,High Income,Europe & Central Asia,2020,4.161114426,1.805389927,4.845896739,-0.1253483,0.485930447,1.607468924,17.72992649,4.420000076,2.2,83.2097561,1.48,10.14000034,2.097700119,1.927046537,-0.717182669,1.703167439,1.972491264,1.724217772,1.246279836,0.977140009,114.43266433,1
Canada,High Income,North America,2020,4.161114426,10.77149544,4.845896739,-4.2487849,0.485930447,1.607468924,18.0184266,9.460000038,5.0,81.74878049,1.4,10.0,1.59498167,1.63518703,-5.233024303,1.600482345,1.646642923,1.475401282,1.029841781,1.002589941,112.27097300300001,2
Iceland,High Income,Europe & Central Asia,2020,4.161114426,4.58029906,4.845896739,1.06176285,0.485930447,1.607468924,14.57186182,5.480000019,1.9,83.06585366,1.72,15.27999973,1.697188616,1.514867783,-6.842296026,1.452088833,1.788674116,1.385486007,1.381934285,0.985019982,109.29059793900001,3
Finland,High Income,Europe & Central Asia,2020,4.161114426,2.452077986,4.845896739,4.81366415,0.485930447,1.607468924,22.49009308,7.760000229,2.3,82.13170732,1.37,10.22999954,2.201974869,1.939224124,-2.205139373,1.860526443,2.066255569,1.614037514,1.005103469,1.05539,109.18896910400002,4
Sweden,High Income,Europe & Central Asia,2020,4.161114426,1.329353872,4.845896739,4.93753831,0.485930447,1.607468924,20.0325934,8.289999962,2.6,82.40731707,1.66,13.64000034,2.125867128,1.709824443,-2.170213179,1.687518954,1.797250509,1.502536297,1.026380301,1.069589972,107.26186377700002,5
New Zealand,High Income,East Asia & Pacific,2020,4.161114426,10.77149544,4.845896739,14.4358673,0.485930447,1.607468924,15.57840749,4.590000153,4.7,82.05609756,1.61,14.43999958,2.14821744,1.580373883,-1.252664529,1.882912636,1.873399258,1.595427036,1.492021561,1.029790044,106.450992888,6
Japan,High Income,East Asia & Pacific,2020,4.161114426,1.044270856,4.845896739,15.3754343,0.485930447,1.607468924,29.58317845,2.799999952,2.5,84.61560976,1.34,7.309999943,1.49305594,1.587120533,-4.506904542,1.357471347,1.514700413,0.986826241,1.039508939,0.992589428,103.593375998,7
Ireland,High Income,Europe & Central Asia,2020,4.161114426,0.931203345,4.845896739,11.4051478,0.485930447,1.607468924,14.54433264,5.619999886,3.0,82.20487805,1.63,11.32999992,1.564145803,1.471392989,6.184538039,1.477955937,1.490071774,1.39371562,0.978661597,1.041730046,101.54886101600002,8
Estonia,High Income,Europe & Central Asia,2020,4.161114426,2.050330854,4.845896739,10.0620971,0.485930447,1.607468924,20.181181,6.800000191,2.1,78.34634146,1.58,14.35000038,1.610068202,1.334767699,-0.551001258,1.539809346,1.37280345,1.171357155,0.718465984,1.02414,101.197549923,9
Switzerland,High Income,Europe & Central Asia,2020,4.161114426,0.700223828,4.845896739,12.9370209,0.485930447,1.607468924,18.72584754,4.820000172,4.0,83.1,1.46,14.23999977,2.07655406,2.010252953,-2.37556328,1.594970226,1.817349553,1.539667368,1.191661119,0.968540013,100.96386502000001,10
Greenland,High Income,Europe & Central Asia,2020,4.161114426,1.361327288,4.845896739,13.0938174,0.485930447,1.607468924,20.04691844,5.639999866,3.6,81.55121951,1.67,11.93999958,2.268326998,1.881267548,-1.994607569,1.79638803,1.847981572,1.519085526,0.950011313,0.996890008,98.75237392,11
South Korea,High Income,East Asia & Pacific,2020,4.161114426,1.765720481,4.845896739,16.4377285,0.485930447,1.607468924,15.82906932,3.930000067,3.0,83.42682927,0.837,14.25794627,0.724579334,1.407164097,-0.709415359,1.035592079,1.175635934,0.815860569,0.566344142,0.996420026,95.67840053799999,12
Netherlands,High Income,Europe & Central Asia,2020,4.161114426,1.599060927,4.845896739,16.4072227,0.485930447,1.607468924,19.64706302,3.819999933,4.2,81.4097561,1.55,11.02000046,2.031072617,1.843825102,-3.886083918,1.758723021,1.748748064,1.524296045,0.859951735,1.00830996,93.178883442,13
Latvia,High Income,Europe & Central Asia,2020,4.161114426,4.336400108,4.845896739,10.9695174,0.485930447,1.607468924,21.40015139,8.100000381,4.0,75.38780488,1.55,13.76000023,0.719108641,0.874574065,-2.202985338,1.190822363,0.949904144,0.872525632,0.474999398,1.002959967,92.73813064100001,14
Germany,High Income,Europe & Central Asia,2020,4.161114426,0.752445359,4.845896739,15.8123659,0.485930447,1.607468924,21.96373441,3.809999943,3.7,80.94146341,1.53,9.180000305,1.855754375,1.352196813,-3.696788705,1.587336659,1.549539328,1.377790928,0.684574544,0.970099986,92.257164511,15
Lithuania,High Income,Europe & Central Asia,2020,4.161114426,3.52058211,4.845896739,12.2815285,0.485930447,1.607468924,20.42003832,8.489999771,3.3,74.92926829,1.48,12.02999973,0.804807484,1.050779223,-0.021762974,1.090660095,0.985400498,1.007987261,0.927757382,0.983650029,90.769022119,16
Slovenia,High Income,Europe & Central Asia,2020,4.161114426,2.093739799,4.845896739,15.4358819,0.485930447,1.607468924,20.10099918,4.96999979,2.2,80.53170732,1.6,11.22000027,0.803910613,1.158009291,-4.321369905,0.92386055,1.060341001,0.935727596,0.710935533,1.007210016,90.610572516,17
Czechia,High Income,Europe & Central Asia,2020,4.161114426,1.960613621,4.845896739,14.5617317,0.485930447,1.607468924,20.16489295,2.549999952,2.9,78.22682927,1.71,10.77000046,0.581434548,0.949175954,-5.502967961,1.244384527,1.051819682,0.982409596,0.922095716,1.006970048,89.22730970100001,18
Luxembourg,High Income,Europe & Central Asia,2020,4.161114426,0.212408002,4.845896739,16.1547057,0.485930447,1.607468924,14.55814924,6.769999981,2.8,81.74146341,1.37,10.55000019,2.05540204,1.832707167,-0.797435589,1.847934842,1.782572985,1.501623631,1.230695248,0.992569983,89.00476841,19
Austria,High Income,Europe & Central Asia,2020,4.161114426,1.085519389,4.845896739,13.0636333,0.485930447,1.607468924,19.14942976,5.360000134,3.6,81.19268293,1.44,8.890000343,1.506872177,1.645901203,-6.453968467,1.405209184,1.801011682,1.398653507,0.912809432,0.98593998,88.64781062800002,20
Monaco,High Income,Europe & Central Asia,2020,4.161114426,10.77149544,4.845896739,19.0630435,0.485930447,1.607468924,35.84989979,7.684058763,3.0,71.94023987,2.71318913,14.25794627,-0.07192454,-0.071405694,-12.96513471,-0.074645987,-0.074012627,0.676530898,0.892201483,0.992589428,88.25487116999999,21
Poland,High Income,Europe & Central Asia,2020,4.161114426,2.568837715,4.845896739,14.4378079,0.485930447,1.607468924,18.37404018,3.160000086,4.4,76.6,1.38,10.65999985,0.645016313,0.359848201,-2.020070734,0.861159921,0.529685378,0.61814481,0.516105413,0.980530024,85.90687202700002,22
Solomon Islands,Lower Middle Income,East Asia & Pacific,2020,4.161114426,34.11983831,4.845896739,26.0620815,0.485930447,1.607468924,3.462865881,0.916000009,19.4,70.199,4.038,31.88999939,0.090953663,-0.83149296,-3.382047485,-0.847140789,-0.020779163,0.555384398,0.636625767,0.992589428,85.041097873,23
Belgium,High Income,Europe & Central Asia,2020,4.161114426,0.750740008,4.845896739,17.2813144,0.485930447,1.607468924,19.20761939,5.550000191,4.2,80.79512195,1.55,11.18999958,1.47522223,1.116143942,-5.361386633,1.354357123,1.360301852,1.282461047,0.543469667,1.08149004,84.805608547,24
France,High Income,Europe & Central Asia,2020,4.161114426,1.569681307,4.845896739,18.6245956,0.485930447,1.607468924,21.00954771,8.010000229,4.4,82.17560976,1.83,14.25794627,1.149994373,1.239420533,-7.784586492,1.198949456,1.320556998,1.069294691,0.324910909,0.997049987,84.25516261499999,25
United Kingdom,High Income,Europe & Central Asia,2020,4.161114426,0.643773162,4.845896739,12.9379848,0.485930447,1.607468924,18.7225119,4.472000122,4.2,80.90243902,1.56,10.56000042,1.689631701,1.368001223,-11.03085846,1.485245943,1.489148855,1.246827722,0.491468996,1.012429953,84.00201845499997,26
Liechtenstein,High Income,Europe & Central Asia,2020,4.161114426,10.77149544,4.845896739,14.9682834,0.485930447,1.607468924,18.47455878,7.684058763,28.56492147,81.80731707,1.46,14.25794627,1.995333195,1.8145926,1.660675535,1.629294038,1.752746582,1.263155818,1.693371892,0.89665997,83.93126649899999,27
Belarus,Upper Middle Income,Europe & Central Asia,2020,4.161114426,7.077163524,4.845896739,12.780827,0.485930447,1.607468924,16.55272944,4.768000126,2.9,74.22682927,1.382,12.78114986,-0.110224746,-0.798498213,-0.699607614,-0.784566402,-1.053738832,-1.454194069,-0.895924509,0.991100013,82.592773538,28
Russian Federation,Upper Middle Income,Europe & Central Asia,2020,4.161114426,3.999248728,4.845896739,-1.247285,0.485930447,1.607468924,15.30607018,5.590000153,5.4,71.33878049,1.505,8.93999958,-0.909426033,-0.077657536,-2.663757511,-0.468022496,-0.787609994,-1.072311997,-0.683706701,0.992589428,81.257863927,29
Serbia,Upper Middle Income,Europe & Central Asia,2020,4.161114426,6.343350028,4.845896739,18.6868027,0.485930447,1.607468924,20.74464619,9.010000229,5.6,74.22926829,1.48,14.25794627,-0.429459095,-0.010254648,-0.903218502,0.094855107,-0.100547984,-0.119043313,-0.163741484,1.009410024,78.767790896,30
Portugal,High Income,Europe & Central Asia,2020,4.161114426,2.173939659,4.845896739,23.1869046,0.485930447,1.607468924,22.29672559,6.789999962,3.3,80.97560976,1.4,10.14999962,0.747629642,1.015471339,-8.300516042,0.834571183,1.177211642,1.259652376,1.021689177,0.997269988,78.26373231400001,31
Australia,High Income,East Asia & Pacific,2020,4.161114426,2.012103234,4.845896739,34.8741536,0.485930447,1.607468924,16.23359292,6.460000038,3.7,83.2,1.581,14.43000031,1.662498713,1.610074997,-0.050885336,1.822517872,1.642625451,1.303583741,0.850844324,0.979290009,77.672475539,32
Hungary,High Income,Europe & Central Asia,2020,4.161114426,3.391480206,4.845896739,18.8436928,0.485930447,1.607468924,20.09745582,4.25,4.0,75.61707317,1.56,9.180000305,0.093386322,0.573773086,-4.547263823,0.481639713,0.508961439,0.391828597,0.843145311,0.989939988,77.55911027600003,33
Slovak Republic,High Income,Europe & Central Asia,2020,4.161114426,1.729738819,4.845896739,14.3126785,0.485930447,1.607468924,16.82418459,6.690000057,5.8,76.86585366,1.57,10.06999969,0.441052377,0.537019551,-3.374681766,0.78571862,0.673871577,0.883265316,0.632325232,1.006539941,77.29359199200003,34
China,Upper Middle Income,East Asia & Pacific,2020,4.161114426,7.698642517,4.845896739,18.7517841,0.485930447,1.607468924,12.59826196,5.0,7.3,78.077,1.281,10.52999973,-0.046911303,0.677315116,2.239701857,-0.185245842,-0.078558914,-1.647320628,-0.329402894,1.012869954,76.80495039499999,35
United States,High Income,North America,2020,4.161114426,0.948847432,4.845896739,17.7557637,0.485930447,1.607468924,16.22340015,8.050000191,6.3,77.2804878,1.6375,12.64999962,1.065649033,1.310419917,-2.767802511,1.247849345,1.360762954,0.868967414,0.033437986,0.986829996,76.056968187,36
Albania,Upper Middle Income,Europe & Central Asia,2020,4.161114426,19.2644408,4.845896739,20.3149516,0.485930447,1.607468924,15.82211268,13.32900047,9.8,76.989,1.4,12.06999969,-0.551931083,-0.124956653,-3.481630373,0.235864624,-0.349165231,0.088362463,0.087552309,1.023990035,74.82107013299999,37
Italy,High Income,Europe & Central Asia,2020,4.161114426,2.008928706,4.845896739,20.8753859,0.485930447,1.607468924,23.37207108,9.159999847,2.9,82.34390244,1.24,7.46999979,0.535262406,0.393574446,-9.039953411,0.503073335,0.235660911,1.058296442,0.428431302,0.990440011,74.71568465300001,38
Croatia,High Income,Europe & Central Asia,2020,4.161114426,3.083531001,4.845896739,18.1567503,0.485930447,1.607468924,21.570897,7.510000229,4.6,77.72439024,1.48,9.979999542,0.201265827,0.461028814,-8.580343021,0.373428524,0.258851081,0.582528949,0.611546874,1.039139986,74.15089723,39
Uruguay,High Income,Latin America & Caribbean,2020,4.161114426,7.286686447,4.845896739,25.0620321,0.485930447,1.607468924,15.33815201,10.35000038,6.2,78.43,1.477,16.36347961,1.393484592,0.769235492,-6.12147628,0.697773159,0.681005836,1.311339259,1.052870631,1.052389979,73.757291197,40
Guyana,Upper Middle Income,Latin America & Caribbean,2020,4.161114426,16.85117865,4.845896739,26.5625895,0.485930447,1.607468924,6.047087187,16.43099976,28.4,68.486,2.418,14.25794627,-0.150743857,-0.416971475,43.47955594,-0.526190817,-0.418838769,0.21628882,-0.136208132,0.992589428,73.46148692700001,41
Malta,High Income,Middle East & North Africa,2020,4.161114426,0.435983142,4.845896739,26.6056522,0.485930447,1.607468924,18.8412715,4.260000229,6.5,82.65365854,1.13,12.78999996,0.367434621,1.031469941,-8.324283232,1.222333431,0.909834623,1.122378588,1.014233351,1.004770041,73.16481501899999,42
Singapore,High Income,East Asia & Pacific,2020,4.161114426,0.033165073,4.845896739,33.9058549,0.485930447,1.607468924,13.15419909,4.099999905,2.2,83.74390244,1.1,11.91199017,2.149747133,2.324859858,-4.143105621,2.21286726,1.870237231,-0.203809813,1.460859299,0.996010005,72.796450262,43
Chile,High Income,Latin America & Caribbean,2020,4.161114426,4.084313238,4.845896739,17.2503208,0.485930447,1.607468924,12.3955778,11.18000031,6.8,79.377,1.537,14.25794627,1.134073257,0.737568378,-5.978224062,0.962318957,0.942473114,0.996151567,0.06913501,0.979330003,71.78172536399998,44
Romania,High Income,Europe & Central Asia,2020,4.161114426,4.178854038,4.845896739,18.1848245,0.485930447,1.607468924,18.68589294,5.03000021,6.9,74.35365854,1.6,8.760000229,-0.074919619,-0.257351339,-3.677510791,0.360423952,0.392174125,0.588041067,0.53186214,0.999409974,71.71709348800002,45
Bulgaria,Upper Middle Income,Europe & Central Asia,2020,4.161114426,3.488476939,4.845896739,20.9369587,0.485930447,1.607468924,22.26512605,5.119999886,6.1,73.60731707,1.56,9.550000191,-0.300079286,-0.182731494,-3.958614598,0.474105209,-0.105334796,0.261954099,0.418060213,0.983699977,71.37640393,46
Tonga,Upper Middle Income,East Asia & Pacific,2020,4.161114426,17.81156692,4.845896739,25.1024072,0.485930447,1.607468924,6.18218785,3.628000021,11.4,70.928,3.267,15.52814007,-0.307442039,0.293504655,0.488645323,-0.34261331,0.507442892,0.642574608,1.025091887,1.05174005,69.00281462700002,47
Cyprus,High Income,Europe & Central Asia,2020,4.161114426,1.876624494,4.845896739,28.9685473,0.485930447,1.607468924,14.15444548,7.590000153,2.8,81.391,1.328,12.98999977,0.37409839,0.875510335,-4.372474186,1.004639149,0.574943423,0.906500757,0.308603942,0.981880009,68.97060705199999,48
Bosnia and Herzegovina,Upper Middle Income,Europe & Central Asia,2020,4.161114426,6.084485461,4.845896739,16.8127072,0.485930447,1.607468924,17.74286311,15.26500034,5.7,76.225,1.359,14.25794627,-0.620458722,-1.043453574,-3.119290515,-0.166626409,-0.290586531,-0.321430176,-0.443297356,0.992589428,68.75241638799999,49
Andorra,High Income,Europe & Central Asia,2020,4.161114426,0.55944277,4.845896739,11.4030152,0.485930447,1.607468924,14.19498069,7.684058763,2.5,71.94023987,2.71318913,8.991869926,1.311400652,1.816116333,-11.18393994,1.343301415,1.68827486,1.089937568,1.616035223,0.992589428,68.651368644,50
Israel,High Income,Middle East & North Africa,2020,4.161114426,1.31645049,4.845896739,33.4398937,0.485930447,1.607468924,11.80568929,4.329999924,3.6,82.7,2.9,15.60000038,0.562145948,1.088035226,-1.857289278,1.244817734,0.965977609,0.65449369,-0.850372076,1.013280034,68.564718365,51
